codigo,descricao,secao,divisao,grupo,classe
4789004,"Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação",G,47,478,47890
4789005,"Comércio varejista de produtos saneantes domissanitários",G,47,478,47890
4789006,"Comércio varejista de fogos de artifício e artigos pirotécnicos",G,47,478,47890
4789007,"Comércio varejista de equipamentos para escritório",G,47,478,47890
4789008,"Comércio varejista de artigos fotográficos e para filmagem",G,47,478,47890
4789009,"Comércio varejista de armas e munições",G,47,478,47890
4789099,"Comércio varejista de outros produtos não especificados anteriormente",G,47,478,47890
4911600,"Transporte ferroviário de carga",H,49,491,49116
4912401,"Transporte ferroviário de passageiros intermunicipal e interestadual",H,49,491,49124
4912402,"Transporte ferroviário de passageiros municipal e em região metropolitana",H,49,491,49124
4912403,"Transporte metroviário",H,49,491,49124
4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",H,49,492,49213
4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",H,49,492,49213
4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",H,49,492,49221
4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",H,49,492,49221
4922103,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",H,49,492,49221
4923001,"Serviço de táxi",H,49,492,49230
4923002,"Serviço de transporte de passageiros - locação de automóveis com motorista",H,49,492,49230
4924800,"Transporte escolar",H,49,492,49248
4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",H,49,492,49299
4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",H,49,492,49299
4929903,"Organização de excursões em veículos rodoviários próprios, municipal",H,49,492,49299
4929904,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",H,49,492,49299
4929999,"Outros transportes rodoviários de passageiros não especificados anteriormente",H,49,492,49299
4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",H,49,493,49302
4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",H,49,493,49302
4930203,"Transporte rodoviário de produtos perigosos",H,49,493,49302
4930204,"Transporte rodoviário de mudanças",H,49,493,49302
4940000,"Transporte dutoviário",H,49,494,49400
4950700,"Trens turísticos, teleféricos e similares",H,49,495,49507
5011401,"Transporte marítimo de cabotagem - carga",H,50,501,50114
5011402,"Transporte marítimo de cabotagem - passageiros",H,50,501,50114
5012201,"Transporte marítimo de longo curso - carga",H,50,501,50122
5012202,"Transporte marítimo de longo curso - passageiros",H,50,501,50122
5021101,"Transporte por navegação interior de carga, municipal, exceto travessia",H,50,502,50211
5021102,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",H,50,502,50211
5022001,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",H,50,502,50220
5022002,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",H,50,502,50220
5030101,"Navegação de apoio marítimo",H,50,503,50301
5030102,"Navegação de apoio portuário",H,50,503,50301
5030103,"Serviço de rebocadores e empurradores",H,50,503,50301
5091201,"Transporte por navegação de travessia, municipal",H,50,509,50912
5091202,"Transporte por navegação de travessia intermunicipal, interestadual e internacional",H,50,509,50912
5099801,"Transporte aquaviário para passeios turísticos",H,50,509,50998
5099899,"Outros transportes aquaviários não especificados anteriormente",H,50,509,50998
5111100,"Transporte aéreo de passageiros regular",H,51,511,51111
5112901,"Serviço de táxi aéreo e locação de aeronaves com tripulação",H,51,511,51129
5112999,"Outros serviços de transporte aéreo de passageiros não regular",H,51,511,51129
5120000,"Transporte aéreo de carga",H,51,512,51200
5130700,"Transporte espacial",H,51,513,51307
5211701,"Armazéns gerais - emissão de warrant",H,52,521,52117
5211702,"Guarda móveis",H,52,521,52117
5211799,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda móveis",H,52,521,52117
5212500,"Carga e descarga",H,52,521,52125
5221400,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",H,52,522,52214
5222200,"Terminais rodoviários e ferroviários",H,52,522,52222
5223100,"Estacionamento de veículos",H,52,522,52231
5229001,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",H,52,522,52290
5229002,"Serviços de reboque de veículos",H,52,522,52290
5229099,"Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente",H,52,522,52290
5231101,"Administração da infraestrutura portuária",H,52,523,52311
5231102,"Atividades do operador portuário",H,52,523,52311
5231103,"Gestão de terminais aquaviários",H,52,523,52311
5232000,"Atividades de agenciamento marítimo",H,52,523,52320
5239701,"Serviços de praticagem",H,52,523,52397
5239799,"Atividades auxiliares dos transportes aquaviários não especificadas anteriormente",H,52,523,52397
5240101,"Operação dos aeroportos e campos de aterrissagem",H,52,524,52401
5240199,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",H,52,524,52401
5250801,"Comissaria de despachos",H,52,525,52508
5250802,"Atividades de despachantes aduaneiros",H,52,525,52508
5250803,"Agenciamento de cargas, exceto para o transporte marítimo",H,52,525,52508
5250804,"Organização logística do transporte de carga",H,52,525,52508
5250805,"Operador de transporte multimodal - otm",H,52,525,52508
5310501,"Atividades do correio nacional",H,53,531,53105
5310502,"Atividades de franqueadas do correio nacional",H,53,531,53105
5320201,"Serviços de malote não realizados pelo correio nacional",H,53,532,53202
5320202,"Serviços de entrega rápida",H,53,532,53202
5510801,Hotéis,I,55,551,55108
5510802,"Apart hotéis",I,55,551,55108
5510803,Motéis,I,55,551,55108
5590601,"Albergues, exceto assistenciais",I,55,559,55906
5590602,Campings,I,55,559,55906
5590603,Pensões(alojamento),I,55,559,55906
5590699,"Outros alojamentos não especificados anteriormente",I,55,559,55906
5611201,"Restaurantes e similares",I,56,561,56112
5611203,"Lanchonetes, casas de chá, de sucos e similares",I,56,561,56112
5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",I,56,561,56112
5611205,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento ",I,56,561,56112
5612100,"Serviços ambulantes de alimentação",I,56,561,56121
5620101,"Fornecimento de alimentos preparados preponderantemente para empresas",I,56,562,56201
5620102,"Serviços de alimentação para eventos e recepções - bufê",I,56,562,56201
5620103,"Cantinas - serviços de alimentação privativos",I,56,562,56201
5620104,"Fornecimento de alimentos preparados preponderantemente para consumo domiciliar",I,56,562,56201
5811500,"Edição de livros",J,58,581,58115
5812301,"Edição de jornais diários",J,58,581,58123
5812302,"Edição de jornais não diários",J,58,581,58123
5813100,"Edição de revistas",J,58,581,58131
5819100,"Edição de cadastros, listas e de outros produtos gráficos",J,58,581,58191
5821200,"Edição integrada à impressão de livros",J,58,582,58212
5822101,"Edição integrada à impressão de jornais diários",J,58,582,58221
5822102,"Edição integrada à impressão de jornais não diários",J,58,582,58221
5823900,"Edição integrada à impressão de revistas",J,58,582,58239
5829800,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos",J,58,582,58298
5911101,"Estúdios cinematográficos",J,59,591,59111
5911102,"Produção de filmes para publicidade",J,59,591,59111
5911199,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",J,59,591,59111
5912001,"Serviços de dublagem",J,59,591,59120
5912002,"Serviços de mixagem sonora em produção audiovisual",J,59,591,59120
5912099,"Atividades de pós produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",J,59,591,59120
5913800,"Distribuição cinematográfica, de vídeo e de programas de televisão",J,59,591,59138
5914600,"Atividades de exibição cinematográfica",J,59,591,59146
5920100,"Atividades de gravação de som e de edição de música",J,59,592,59201
6010100,"Atividades de rádio",J,60,601,60101
6021700,"Atividades de televisão aberta",J,60,602,60217
6022501,Programadoras,J,60,602,60225
6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras",J,60,602,60225
6110801,"Serviços de telefonia fixa comutada - stfc",J,61,611,61108
6110802,"Serviços de redes de transportes de telecomunicações - srtt",J,61,611,61108
6110803,"Serviços de comunicação multimídia - scm",J,61,611,61108
6110899,"Serviços de telecomunicações por fio não especificados anteriormente",J,61,611,61108
6120501,"Telefonia móvel celular",J,61,612,61205
6120502,"Serviço móvel especializado - sme",J,61,612,61205
6120599,"Serviços de telecomunicações sem fio não especificados anteriormente",J,61,612,61205
6130200,"Telecomunicações por satélite",J,61,613,61302
6141800,"Operadoras de televisão por assinatura por cabo",J,61,614,61418
6142600,"Operadoras de televisão por assinatura por microondas",J,61,614,61426
6143400,"Operadoras de televisão por assinatura por satélite",J,61,614,61434
6190601,"Provedores de acesso às redes de comunicações",J,61,619,61906
6190602,"Provedores de voz sobre protocolo internet - voip",J,61,619,61906
6190699,"Outras atividades de telecomunicações não especificadas anteriormente",J,61,619,61906
6201501,"Desenvolvimento de programas de computador sob encomenda",J,62,620,62015
6201502,"Web design",J,62,620,62015
6202300,"Desenvolvimento e licenciamento de programas de computador customizáveis",J,62,620,62023
6203100,"Desenvolvimento e licenciamento de programas de computador não customizáveis",J,62,620,62031
6204000,"Consultoria em tecnologia da informação",J,62,620,62040
6209100,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",J,62,620,62091
6311900,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",J,63,631,63119
6319400,"Portais, provedores de conteúdo e outros serviços de informação na internet",J,63,631,63194
6391700,"Agências de notícias",J,63,639,63917
6399200,"Outras atividades de prestação de serviços de informação não especificadas anteriormente",J,63,639,63992
6410700,"Banco central",K,64,641,64107
6421200,"Bancos comerciais",K,64,642,64212
6422100,"Bancos múltiplos, com carteira comercial",K,64,642,64221
6423900,"Caixas econômicas",K,64,642,64239
6424701,"Bancos cooperativos",K,64,642,64247
6424702,"Cooperativas centrais de crédito",K,64,642,64247
6424703,"Cooperativas de crédito mútuo",K,64,642,64247
6424704,"Cooperativas de crédito rural",K,64,642,64247
6431000,"Bancos múltiplos, sem carteira comercial",K,64,643,64310
6432800,"Bancos de investimento",K,64,643,64328
6433600,"Bancos de desenvolvimento",K,64,643,64336
6434400,"Agências de fomento",K,64,643,64344
6435201,"Sociedades de crédito imobiliário",K,64,643,64352
6435202,"Associações de poupança e empréstimo",K,64,643,64352
6435203,"Companhias hipotecárias",K,64,643,64352
6436100,"Sociedades de crédito, financiamento e investimento - financeiras",K,64,643,64361
6437900,"Sociedades de crédito ao microempreendedor",K,64,643,64379
6438701,"Bancos de câmbio",K,64,643,64387
6438799,"Outras instituições de intermediação não monetária",K,64,643,64387
6440900,"Arrendamento mercantil",K,64,644,64409
6450600,"Sociedades de capitalização",K,64,645,64506
6461100,"Holdings de instituições financeiras",K,64,646,64611
6462000,"Holdings de instituições não financeiras",K,64,646,64620
6463800,"Outras sociedades de participação, exceto holdings",K,64,646,64638
6470101,"Fundos de investimento, exceto previdenciários e imobiliários",K,64,647,64701
6470102,"Fundos de investimento previdenciários",K,64,647,64701
6470103,"Fundos de investimento imobiliários",K,64,647,64701
6491300,"Sociedades de fomento mercantil - factoring",K,64,649,64913
6492100,"Securitização de créditos",K,64,649,64921
6493000,"Administração de consórcios para aquisição de bens e direitos",K,64,649,64930
6499901,"Clubes de investimento",K,64,649,64999
6499902,"Sociedades de investimento",K,64,649,64999
6499903,"Fundo garantidor de crédito",K,64,649,64999
6499904,"Caixas de financiamento de corporações",K,64,649,64999
6499905,"Concessão de crédito pelas oscip",K,64,649,64999
6499999,"Outras atividades de serviços financeiros não especificadas anteriormente",K,64,649,64999
6511101,"Sociedade seguradora de seguros vida",K,65,651,65111
6511102,"Planos de auxílio funeral",K,65,651,65111
6512000,"Sociedade seguradora de seguros não vida",K,65,651,65120
6520100,"Sociedade seguradora de seguros saúde",K,65,652,65201
6530800,Resseguros,K,65,653,65308
6541300,"Previdência complementar fechada",K,65,654,65413
6542100,"Previdência complementar aberta",K,65,654,65421
6550200,"Planos de saúde",K,65,655,65502
6611801,"Bolsa de valores",K,66,661,66118
6611802,"Bolsa de mercadorias",K,66,661,66118
6611803,"Bolsa de mercadorias e futuros",K,66,661,66118
6611804,"Administração de mercados de balcão organizados",K,66,661,66118
6612601,"Corretoras de títulos e valores mobiliários",K,66,661,66126
6612602,"Distribuidoras de títulos e valores mobiliários",K,66,661,66126
6612603,"Corretoras de câmbio",K,66,661,66126
6612604,"Corretoras de contratos de mercadorias",K,66,661,66126
6612605,"Agentes de investimentos em aplicações financeiras",K,66,661,66126
6613400,"Administração de cartões de crédito",K,66,661,66134
6619301,"Serviços de liquidação e custódia",K,66,661,66193
6619302,"Correspondentes de instituições financeiras",K,66,661,66193
6619303,"Representações de bancos estrangeiros",K,66,661,66193
6619304,"Caixas eletrônicos",K,66,661,66193
6619305,"Operadoras de cartões de débito",K,66,661,66193
6619399,"Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente",K,66,661,66193
6621501,"Peritos e avaliadores de seguros",K,66,662,66215
6621502,"Auditoria e consultoria atuarial",K,66,662,66215
6622300,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",K,66,662,66223
6629100,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",K,66,662,66291
6630400,"Atividades de administração de fundos por contrato ou comissão",K,66,663,66304
6810201,"Compra e venda de imóveis próprios",L,68,681,68102
6810202,"Aluguel de imóveis próprios",L,68,681,68102
6810203,"Loteamento de imóveis próprios",L,68,681,68102
6821801,"Corretagem na compra e venda e avaliação de imóveis",L,68,682,68218
6821802,"Corretagem no aluguel de imóveis",L,68,682,68218
6822600,"Gestão e administração da propriedade imobiliaria",L,68,682,68226
6911701,"Serviços advocatícios",M,69,691,69117
6911702,"Atividades auxiliares da justiça",M,69,691,69117
6911703,"Agente de propriedade industrial",M,69,691,69117
6912500,Cartórios,M,69,691,69125
6920601,"Atividades de contabilidade",M,69,692,69206
6920602,"Atividades de consultoria e auditoria contábil e tributária",M,69,692,69206
7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",M,70,702,70204
7111100,"Serviços de arquitetura",M,71,711,71111
7112000,"Serviços de engenharia",M,71,711,71120
7119701,"Serviços de cartografia, topografia e geodésia",M,71,711,71197
7119702,"Atividades de estudos geológicos",M,71,711,71197
7119703,"Serviços de desenho técnico relacionados à arquitetura e engenharia",M,71,711,71197
7119704,"Serviços de perícia técnica relacionados à segurança do trabalho",M,71,711,71197
7119799,"Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente",M,71,711,71197
7120100,"Testes e análises técnicas",M,71,712,71201
7210000,"Pesquisa e desenvolvimento experimental em ciências físicas e naturais",M,72,721,72100
7220700,"Pesquisa e desenvolvimento experimental em ciências sociais e humanas",M,72,722,72207
7311400,"Agências de publicidade",M,73,731,73114
7312200,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",M,73,731,73122
7319001,"Criação estandes para feiras e exposições",M,73,731,73190
7319002,"Promoção de vendas",M,73,731,73190
7319003,"Marketing direto",M,73,731,73190
7319004,"Consultoria em publicidade",M,73,731,73190
7319099,"Outras atividades de publicidade não especificadas anteriormente",M,73,731,73190
7320300,"Pesquisas de mercado e de opinião pública",M,73,732,73203
7410202,"Design de interiores",M,74,741,74102
7410203,"Design de produto",M,74,741,74102
7410299,"Atividades de design não especificadas anteriormente",M,74,741,74102
7420001,"Atividades de produção de fotografias, exceto aérea e submarina",M,74,742,74200
7420002,"Atividades de produção de fotografias aéreas e submarinas",M,74,742,74200
7420003,"Laboratórios fotográficos",M,74,742,74200
7420004,"Filmagem de festas e eventos",M,74,742,74200
7420005,"Serviços de microfilmagem",M,74,742,74200
7490101,"Serviços de tradução, interpretação e similares",M,74,749,74901
7490102,"Escafandria e mergulho",M,74,749,74901
7490103,"Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias",M,74,749,74901
7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",M,74,749,74901
7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",M,74,749,74901
7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",M,74,749,74901
7500100,"Atividades veterinárias",M,75,750,75001
7711000,"Locação de automóveis sem condutor",N,77,771,77110
7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",N,77,771,77195
7719502,"Locação de aeronaves sem tripulação",N,77,771,77195
7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",N,77,771,77195
7721700,"Aluguel de equipamentos recreativos e esportivos",N,77,772,77217
7722500,"Aluguel de fitas de vídeo, dvds e similares",N,77,772,77225
7723300,"Aluguel de objetos do vestuário, jóias e acessórios",N,77,772,77233
7729201,"Aluguel de aparelhos de jogos eletrônicos",N,77,772,77292
7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",N,77,772,77292
7729203,"Aluguel de material médico",N,77,772,77292
7729299,"Aluguel de outros objetos pessoais e domésticos não especificados anteriormente",N,77,772,77292
7731400,"Aluguel de máquinas e equipamentos agrícolas sem operador",N,77,773,77314
7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",N,77,773,77322
7732202,"Aluguel de andaimes",N,77,773,77322
7733100,"Aluguel de máquinas e equipamentos para escritórios",N,77,773,77331
7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",N,77,773,77390
7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",N,77,773,77390
7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",N,77,773,77390
7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",N,77,773,77390
7740300,"Gestão de ativos intangíveis não financeiros",N,77,774,77403
7810800,"Seleção e agenciamento de mão de obra",N,78,781,78108
7820500,"Locação de mão de obra temporária",N,78,782,78205
7830200,"Fornecimento e gestão de recursos humanos para terceiros",N,78,783,78302
7911200,"Agências de viagens",N,79,791,79112
7912100,"Operadores turísticos",N,79,791,79121
7990200,"Serviços de reservas e outros serviços de turismo não especificados anteriormente",N,79,799,79902
8011101,"Atividades de vigilância e segurança privada",N,80,801,80111
8011102,"Serviços de adestramento de cães de guarda",N,80,801,80111
8012900,"Atividades de transporte de valores",N,80,801,80129
8020001,"Atividades de monitoramento de sistemas de segurança eletrônico",N,80,802,80200
8020002,"Outras atividades de serviços de segurança",N,80,802,80200
8030700,"Atividades de investigação particular",N,80,803,80307
8111700,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",N,81,811,81117
8112500,"Condomínios prediais",N,81,811,81125
8121400,"Limpeza em prédios e em domicílios",N,81,812,81214
8122200,"Imunização e controle de pragas urbanas",N,81,812,81222
8129000,"Atividades de limpeza não especificadas anteriormente",N,81,812,81290
8130300,"Atividades paisagísticas",N,81,813,81303
8211300,"Serviços combinados de escritório e apoio administrativo",N,82,821,82113
8219901,Fotocópias,N,82,821,82199
8219999,"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente",N,82,821,82199
8220200,"Atividades de teleatendimento",N,82,822,82202
8230001,"Serviços de organização de feiras, congressos, exposições e festas",N,82,823,82300
8230002,"Casas de festas e eventos",N,82,823,82300
8291100,"Atividades de cobranças e informações cadastrais",N,82,829,82911
8292000,"Envasamento e empacotamento sob contrato",N,82,829,82920
8299701,"Medição de consumo de energia elétrica, gás e água",N,82,829,82997
8299702,"Emissão de vales alimentação, vales transporte e similares",N,82,829,82997
8299703,"Serviços de gravação de carimbos, exceto confecção",N,82,829,82997
8299704,"Leiloeiros independentes",N,82,829,82997
8299705,"Serviços de levantamento de fundos sob contrato",N,82,829,82997
8299706,"Casas lotéricas",N,82,829,82997
8299707,"Salas de acesso à internet",N,82,829,82997
8299799,"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente",N,82,829,82997
8411600,"Administração pública em geral",O,84,841,84116
8412400,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",O,84,841,84124
8413200,"Regulação das atividades econômicas",O,84,841,84132
8421300,"Relações exteriores",O,84,842,84213
8422100,Defesa,O,84,842,84221
8423000,Justiça,O,84,842,84230
8424800,"Segurança e ordem pública",O,84,842,84248
8425600,"Defesa civil",O,84,842,84256
8430200,"Seguridade social obrigatória",O,84,843,84302
8511200,"Educação infantil - creche",P,85,851,85112
8512100,"Educação infantil - préescola",P,85,851,85121
8513900,"Ensino fundamental",P,85,851,85139
8520100,"Ensino médio",P,85,852,85201
8531700,"Educação superior - graduação",P,85,853,85317
8532500,"Educação superior - graduação e pós graduação",P,85,853,85325
8533300,"Educação superior - pós graduação e extensão",P,85,853,85333
8541400,"Educação profissional de nível técnico",P,85,854,85414
8542200,"Educação profissional de nível tecnológico",P,85,854,85422
8550301,"Administração de caixas escolares",P,85,855,85503
8550302,"Atividades de apoio à educação, exceto caixas escolares",P,85,855,85503
8591100,"Ensino de esportes",P,85,859,85911
8592901,"Ensino de dança",P,85,859,85929
8592902,"Ensino de artes cênicas, exceto dança",P,85,859,85929
8592903,"Ensino de música",P,85,859,85929
8592999,"Ensino de arte e cultura não especificado anteriormente",P,85,859,85929
8593700,"Ensino de idiomas",P,85,859,85937
8599601,"Formação de condutores",P,85,859,85996
8599602,"Cursos de pilotagem",P,85,859,85996
8599603,"Treinamento em informática",P,85,859,85996
8599604,"Treinamento em desenvolvimento profissional e gerencial",P,85,859,85996
8599605,"Cursos preparatórios para concursos",P,85,859,85996
8599699,"Outras atividades de ensino não especificadas anteriormente",P,85,859,85996
8610101,"Atividades de atendimento hospitalar, exceto pronto socorro e unidades para atendimento a urgências",Q,86,861,86101
8610102,"Atividades de atendimento em pronto socorro e unidades hospitalares para atendimento a urgências",Q,86,861,86101
8621601,"Uti móvel",Q,86,862,86216
8621602,"Serviços móveis de atendimento a urgências, exceto por uti móvel",Q,86,862,86216
8622400,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",Q,86,862,86224
8630501,"Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos",Q,86,863,86305
8630502,"Atividade médica ambulatorial com recursos para realização de exames complementares",Q,86,863,86305
8630503,"Atividade médica ambulatorial restrita a consultas",Q,86,863,86305
8630504,"Atividade odontológica",Q,86,863,86305
8630506,"Serviços de vacinação e imunização humana",Q,86,863,86305
8630507,"Atividades de reprodução humana assistida",Q,86,863,86305
8630599,"Atividades de atenção ambulatorial não especificadas anteriormente",Q,86,863,86305
8640201,"Laboratórios de anatomia patológica e citológica",Q,86,864,86402
8640202,"Laboratórios clínicos",Q,86,864,86402
8640203,"Serviços de diálise e nefrologia",Q,86,864,86402
8640204,"Serviços de tomografia",Q,86,864,86402
8640205,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",Q,86,864,86402
8640206,"Serviços de ressonância magnética",Q,86,864,86402
8640207,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética",Q,86,864,86402
8640208,"Serviços de diagnóstico por registro gráfico - ecg, eeg e outros exames análogos",Q,86,864,86402
8640209,"Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos",Q,86,864,86402
8640210,"Serviços de quimioterapia",Q,86,864,86402
8640211,"Serviços de radioterapia",Q,86,864,86402
8640212,"Serviços de hemoterapia",Q,86,864,86402
8640213,"Serviços de litotripcia",Q,86,864,86402
8640214,"Serviços de bancos de células e tecidos humanos",Q,86,864,86402
8640299,"Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente",Q,86,864,86402
8650001,"Atividades de enfermagem",Q,86,865,86500
8650002,"Atividades de profissionais da nutrição",Q,86,865,86500
8650003,"Atividades de psicologia e psicanálise",Q,86,865,86500
8650004,"Atividades de fisioterapia",Q,86,865,86500
8650005,"Atividades de terapia ocupacional",Q,86,865,86500
8650006,"Atividades de fonoaudiologia",Q,86,865,86500
8650007,"Atividades de terapia de nutrição enteral e parenteral",Q,86,865,86500
8650099,"Atividades de profissionais da área de saúde não especificadas anteriormente",Q,86,865,86500
8660700,"Atividades de apoio à gestão de saúde",Q,86,866,86607
8690901,"Atividades de práticas integrativas e complementares em saúde humana",Q,86,869,86909
8690902,"Atividades de banco de leite humano",Q,86,869,86909
8690903,"Atividades de acupuntura",Q,86,869,86909
8690904,"Atividades de podologia",Q,86,869,86909
8690999,"Outras atividades de atenção à saúde humana não especificadas anteriormente",Q,86,869,86909
8711501,"Clínicas e residências geriátricas",Q,87,871,87115
8711502,"Instituições de longa permanência para idosos",Q,87,871,87115
8711503,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes",Q,87,871,87115
8711504,"Centros de apoio a pacientes com câncer e com aids",Q,87,871,87115
8711505,"Condomínios residenciais para idosos",Q,87,871,87115
8712300,"Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio",Q,87,871,87123
8720401,"Atividades de centros de assistência psicossocial",Q,87,872,87204
8720499,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente",Q,87,872,87204
8730101,Orfanatos,Q,87,873,87301
8730102,"Albergues assistenciais",Q,87,873,87301
8730199,"Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente",Q,87,873,87301
8800600,"Serviços de assistência social sem alojamento",Q,88,880,88006
9001901,"Produção teatral",R,90,900,90019
9001902,"Produção musical",R,90,900,90019
9001903,"Produção de espetáculos de dança",R,90,900,90019
9001904,"Produção de espetáculos circenses, de marionetes e similares",R,90,900,90019
9001905,"Produção de espetáculos de rodeios, vaquejadas e similares",R,90,900,90019
9001906,"Atividades de sonorização e de iluminação",R,90,900,90019
9001999,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente",R,90,900,90019
9002701,"Atividades de artistas plásticos, jornalistas independentes e escritores",R,90,900,90027
9002702,"Restauração de obras de arte",R,90,900,90027
9003500,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",R,90,900,90035
9101500,"Atividades de bibliotecas e arquivos",R,91,910,91015
9102301,"Atividades de museus e de exploração de lugares e prédios históricos e atrações similares",R,91,910,91023
9102302,"Restauração e conservação de lugares e prédios históricos",R,91,910,91023
9103100,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",R,91,910,91031
9200301,"Casas de bingo",R,92,920,92003
9200302,"Exploração de apostas em corridas de cavalos",R,92,920,92003
9200399,"Exploração de jogos de azar e apostas não especificados anteriormente",R,92,920,92003
9311500,"Gestão de instalações de esportes",R,93,931,93115
9312300,"Clubes sociais, esportivos e similares",R,93,931,93123
9313100,"Atividades de condicionamento físico",R,93,931,93131
9319101,"Produção e promoção de eventos esportivos",R,93,931,93191
9319199,"Outras atividades esportivas não especificadas anteriormente",R,93,931,93191
9321200,"Parques de diversão e parques temáticos",R,93,932,93212
9329801,"Discotecas, danceterias, salões de dança e similares",R,93,932,93298
9329802,"Exploração de boliches",R,93,932,93298
9329803,"Exploração de jogos de sinuca, bilhar e similares",R,93,932,93298
9329804,"Exploração de jogos eletrônicos recreativos",R,93,932,93298
9329899,"Outras atividades de recreação e lazer não especificadas anteriormente",R,93,932,93298
9411100,"Atividades de organizações associativas patronais e empresariais",S,94,941,94111
9412001,"Atividades de fiscalização profissional",S,94,941,94120
9412099,"Outras atividades associativas profissionais",S,94,941,94120
9420100,"Atividades de organizações sindicais",S,94,942,94201
9430800,"Atividades de associações de defesa de direitos sociais",S,94,943,94308
9491000,"Atividades de organizações religiosas ou filosóficas",S,94,949,94910
9492800,"Atividades de organizações políticas",S,94,949,94928
9493600,"Atividades de organizações associativas ligadas à cultura e à arte",S,94,949,94936
9499500,"Atividades associativas não especificadas anteriormente",S,94,949,94995
9511800,"Reparação e manutenção de computadores e de equipamentos periféricos",S,95,951,95118
