codigo,descricao,secao,divisao,grupo,classe
3091102,"Fabricação de peças e acessórios para motocicletas",C,30,309,30911
3092000,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",C,30,309,30920
3099700,"Fabricação de equipamentos de transporte não especificados anteriormente",C,30,309,30997
3101200,"Fabricação de móveis com predominância de madeira",C,31,310,31012
3102100,"Fabricação de móveis com predominância de metal",C,31,310,31021
3103900,"Fabricação de móveis de outros materiais, exceto madeira e metal",C,31,310,31039
3104700,"Fabricação de colchões",C,31,310,31047
3211601,"Lapidação de gemas",C,32,321,32116
3211602,"Fabricação de artefatos de joalheria e ourivesaria",C,32,321,32116
3211603,"Cunhagem de moedas e medalhas",C,32,321,32116
3212400,"Fabricação de bijuterias e artefatos semelhantes",C,32,321,32124
3220500,"Fabricação de instrumentos musicais, peças e acessórios",C,32,322,32205
3230200,"Fabricação de artefatos para pesca e esporte",C,32,323,32302
3240001,"Fabricação de jogos eletrônicos",C,32,324,32400
3240002,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",C,32,324,32400
3240003,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",C,32,324,32400
3240099,"Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente",C,32,324,32400
3250701,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",C,32,325,32507
3250702,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",C,32,325,32507
3250703,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda",C,32,325,32507
3250704,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",C,32,325,32507
3250705,"Fabricação de materiais para medicina e odontologia",C,32,325,32507
3250706,"Serviços de prótese dentária",C,32,325,32507
3250707,"Fabricação de artigos ópticos",C,32,325,32507
3250709,"Serviço de laboratório óptico",C,32,325,32507
3291400,"Fabricação de escovas, pincéis e vassouras",C,32,329,32914
3292201,"Fabricação de roupas de proteção e segurança e resistentes a fogo",C,32,329,32922
3292202,"Fabricação de equipamentos e acessórios para segurança pessoal e profissional",C,32,329,32922
3299001,"Fabricação de guarda chuvas e similares",C,32,329,32990
3299002,"Fabricação de canetas, lápis e outros artigos para escritório",C,32,329,32990
3299003,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",C,32,329,32990
3299004,"Fabricação de painéis e letreiros luminosos",C,32,329,32990
3299005,"Fabricação de aviamentos para costura",C,32,329,32990
3299006,"Fabricação de velas, inclusive decorativas",C,32,329,32990
3299099,"Fabricação de produtos diversos não especificados anteriormente",C,32,329,32990
3311200,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",C,33,331,33112
3312102,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",C,33,331,33121
3312103,"Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação",C,33,331,33121
3312104,"Manutenção e reparação de equipamentos e instrumentos ópticos",C,33,331,33121
3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",C,33,331,33139
3313902,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",C,33,331,33139
3313999,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",C,33,331,33139
3314701,"Manutenção e reparação de máquinas motrizes não elétricas",C,33,331,33147
3314702,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",C,33,331,33147
3314703,"Manutenção e reparação de válvulas industriais",C,33,331,33147
3314704,"Manutenção e reparação de compressores",C,33,331,33147
3314705,"Manutenção e reparação de equipamentos de transmissão para fins industriais",C,33,331,33147
3314706,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",C,33,331,33147
3314707,"Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial",C,33,331,33147
3314708,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",C,33,331,33147
3314709,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório",C,33,331,33147
3314710,"Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente",C,33,331,33147
3314711,"Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária",C,33,331,33147
3314712,"Manutenção e reparação de tratores agrícolas",C,33,331,33147
3314713,"Manutenção e reparação de máquinas ferramenta",C,33,331,33147
3314714,"Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo",C,33,331,33147
3314715,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",C,33,331,33147
3314716,"Manutenção e reparação de tratores, exceto agrícolas",C,33,331,33147
3314717,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",C,33,331,33147
3314718,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas ferramenta",C,33,331,33147
3314719,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",C,33,331,33147
3314720,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",C,33,331,33147
3314721,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",C,33,331,33147
3314722,"Manutenção e reparação de máquinas e aparelhos para a indústria do plástico",C,33,331,33147
3314799,"Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente",C,33,331,33147
3315500,"Manutenção e reparação de veículos ferroviários",C,33,331,33155
3316301,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",C,33,331,33163
3316302,"Manutenção de aeronaves na pista",C,33,331,33163
3317101,"Manutenção e reparação de embarcações e estruturas flutuantes",C,33,331,33171
3317102,"Manutenção e reparação de embarcações para esporte e lazer",C,33,331,33171
3319800,"Manutenção e reparação de equipamentos e produtos não especificados anteriormente",C,33,331,33198
3321000,"Instalação de máquinas e equipamentos industriais",C,33,332,33210
3329501,"Serviços de montagem de móveis de qualquer material",C,33,332,33295
3329599,"Instalação de outros equipamentos não especificados anteriormente",C,33,332,33295
3511501,"Geração de energia elétrica",D,35,351,35115
3511502,"Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica",D,35,351,35115
3512300,"Transmissão de energia elétrica",D,35,351,35123
3513100,"Comércio atacadista de energia elétrica",D,35,351,35131
3514000,"Distribuição de energia elétrica",D,35,351,35140
3520401,"Produção de gás; processamento de gás natural",D,35,352,35204
3520402,"Distribuição de combustíveis gasosos por redes urbanas",D,35,352,35204
3530100,"Produção e distribuição de vapor, água quente e ar condicionado",D,35,353,35301
3600601,"Captação, tratamento e distribuição de água",E,36,360,36006
3600602,"Distribuição de água por caminhões",E,36,360,36006
3701100,"Gestão de redes de esgoto",E,37,370,37011
3702900,"Atividades relacionadas a esgoto, exceto a gestão de redes",E,37,370,37029
3811400,"Coleta de resíduos não perigosos",E,38,381,38114
3812200,"Coleta de resíduos perigosos",E,38,381,38122
3821100,"Tratamento e disposição de resíduos não perigosos",E,38,382,38211
3822000,"Tratamento e disposição de resíduos perigosos",E,38,382,38220
3831901,"Recuperação de sucatas de alumínio",E,38,383,38319
3831999,"Recuperação de materiais metálicos, exceto alumínio",E,38,383,38319
3832700,"Recuperação de materiais plásticos",E,38,383,38327
3839401,"Usinas de compostagem",E,38,383,38394
3839499,"Recuperação de materiais não especificados anteriormente",E,38,383,38394
3900500,"Descontaminação e outros serviços de gestão de resíduos",E,39,390,39005
4110700,"Incorporação de empreendimentos imobiliários",F,41,411,41107
4120400,"Construção de edifícios",F,41,412,41204
4211101,"Construção de rodovias e ferrovias",F,42,421,42111
4211102,"Pintura para sinalização em pistas rodoviárias e aeroportos",F,42,421,42111
4212000,"Construção de obras de arte especiais",F,42,421,42120
4213800,"Obras de urbanização - ruas, praças e calçadas",F,42,421,42138
4221901,"Construção de barragens e represas para geração de energia elétrica",F,42,422,42219
4221902,"Construção de estações e redes de distribuição de energia elétrica",F,42,422,42219
4221903,"Manutenção de redes de distribuição de energia elétrica",F,42,422,42219
4221904,"Construção de estações e redes de telecomunicações",F,42,422,42219
4221905,"Manutenção de estações e redes de telecomunicações",F,42,422,42219
4222701,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",F,42,422,42227
4222702,"Obras de irrigação",F,42,422,42227
4223500,"Construção de redes de transportes por dutos, exceto para água e esgoto",F,42,422,42235
4291000,"Obras portuárias, marítimas e fluviais",F,42,429,42910
4292801,"Montagem de estruturas metálicas",F,42,429,42928
4292802,"Obras de montagem industrial",F,42,429,42928
4299501,"Construção de instalações esportivas e recreativas",F,42,429,42995
4299599,"Outras obras de engenharia civil não especificadas anteriormente",F,42,429,42995
4311801,"Demolição de edifícios e outras estruturas",F,43,431,43118
4311802,"Preparação de canteiro e limpeza de terreno",F,43,431,43118
4312600,"Perfurações e sondagens",F,43,431,43126
4313400,"Obras de terraplenagem",F,43,431,43134
4319300,"Serviços de preparação do terreno não especificados anteriormente",F,43,431,43193
4321500,"Instalação e manutenção elétrica",F,43,432,43215
4322301,"Instalações hidráulicas, sanitárias e de gás",F,43,432,43223
4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",F,43,432,43223
4322303,"Instalações de sistema de prevenção contra incêndio",F,43,432,43223
4329101,"Instalação de painéis publicitários",F,43,432,43291
4329102,"Instalação de equipamentos para orientação à navegação marítima fluvial e lacustre",F,43,432,43291
4329103,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",F,43,432,43291
4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos",F,43,432,43291
4329105,"Tratamentos térmicos, acústicos ou de vibração",F,43,432,43291
4329199,"Outras obras de instalações em construções não especificadas anteriormente",F,43,432,43291
4330401,"Impermeabilização em obras de engenharia civil",F,43,433,43304
4330402,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material",F,43,433,43304
4330403,"Obras de acabamento em gesso e estuque",F,43,433,43304
4330404,"Serviços de pintura de edifícios em geral",F,43,433,43304
4330405,"Aplicação de revestimentos e de resinas em interiores e exteriores",F,43,433,43304
4330499,"Outras obras de acabamento da construção",F,43,433,43304
4391600,"Obras de fundações",F,43,439,43916
4399101,"Administração de obras",F,43,439,43991
4399102,"Montagem e desmontagem de andaimes e outras estruturas temporárias",F,43,439,43991
4399103,"Obras de alvenaria",F,43,439,43991
4399104,"Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras",F,43,439,43991
4399105,"Perfuração e construção de poços de água",F,43,439,43991
4399199,"Serviços especializados para construção não especificados anteriormente",F,43,439,43991
4511101,"Comércio a varejo de automóveis, camionetas e utilitários novos",G,45,451,45111
4511102,"Comércio a varejo de automóveis, camionetas e utilitários usados",G,45,451,45111
4511103,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",G,45,451,45111
4511104,"Comércio por atacado de caminhões novos e usados",G,45,451,45111
4511105,"Comércio por atacado de reboques e semi reboques novos e usados",G,45,451,45111
4511106,"Comércio por atacado de ônibus e microônibus novos e usados",G,45,451,45111
4512901,"Representantes comerciais e agentes do comércio de veículos automotores",G,45,451,45129
4512902,"Comércio sob consignação de veículos automotores",G,45,451,45129
4520001,"Serviços de manutenção e reparação mecânica de veículos automotores",G,45,452,45200
4520002,"Serviços de lanternagem ou funilaria e pintura de veículos automotores",G,45,452,45200
4520003,"Serviços de manutenção e reparação elétrica de veículos automotores",G,45,452,45200
4520004,"Serviços de alinhamento e balanceamento de veículos automotores",G,45,452,45200
4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores",G,45,452,45200
4520006,"Serviços de borracharia para veículos automotores",G,45,452,45200
4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",G,45,452,45200
4520008,"Serviços de capotaria",G,45,452,45200
4530701,"Comércio por atacado de peças e acessórios novos para veículos automotores",G,45,453,45307
4530702,"Comércio por atacado de pneumáticos e câmaras de ar",G,45,453,45307
4530703,"Comércio a varejo de peças e acessórios novos para veículos automotores",G,45,453,45307
4530704,"Comércio a varejo de peças e acessórios usados para veículos automotores",G,45,453,45307
4530705,"Comércio a varejo de pneumáticos e câmaras de ar",G,45,453,45307
4530706,"Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores",G,45,453,45307
4541201,"Comércio por atacado de motocicletas e motonetas",G,45,454,45412
4541202,"Comércio por atacado de peças e acessórios para motocicletas e motonetas",G,45,454,45412
4541203,"Comércio a varejo de motocicletas e motonetas novas",G,45,454,45412
4541204,"Comércio a varejo de motocicletas e motonetas usadas",G,45,454,45412
4541206,"Comércio a varejo de peças e acessórios novos para motocicletas e motonetas",G,45,454,45412
4541207,"Comércio a varejo de peças e acessórios usados para motocicletas e motonetas",G,45,454,45412
4542101,"Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios",G,45,454,45421
4542102,"Comércio sob consignação de motocicletas e motonetas",G,45,454,45421
4543900,"Manutenção e reparação de motocicletas e motonetas",G,45,454,45439
4611700,"Representantes comerciais e agentes do comércio de matérias primas agrícolas e animais vivos",G,46,461,46117
4612500,"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos",G,46,461,46125
4613300,"Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens",G,46,461,46133
4614100,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",G,46,461,46141
4615000,"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico",G,46,461,46150
4616800,"Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem",G,46,461,46168
4617600,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo",G,46,461,46176
4618401,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria",G,46,461,46184
4618402,"Representantes comerciais e agentes do comércio de instrumentos e materiais odonto médico hospitalares",G,46,461,46184
4618403,"Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações",G,46,461,46184
4618499,"Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente",G,46,461,46184
4619200,"Representantes comerciais e agentes do comércio de mercadorias em geral não especializado",G,46,461,46192
4621400,"Comércio atacadista de café em grão",G,46,462,46214
4622200,"Comércio atacadista de soja",G,46,462,46222
4623101,"Comércio atacadista de animais vivos",G,46,462,46231
4623102,"Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal",G,46,462,46231
4623103,"Comércio atacadista de algodão",G,46,462,46231
4623104,"Comércio atacadista de fumo em folha não beneficiado",G,46,462,46231
4623105,"Comércio atacadista de cacau",G,46,462,46231
4623106,"Comércio atacadista de sementes, flores, plantas e gramas",G,46,462,46231
4623107,"Comércio atacadista de sisal",G,46,462,46231
4623108,"Comércio atacadista de matérias primas agrícolas com atividade de fracionamento e acondicionamento associada",G,46,462,46231
4623109,"Comércio atacadista de alimentos para animais",G,46,462,46231
4623199,"Comércio atacadista de matérias primas agrícolas não especificadas anteriormente",G,46,462,46231
4631100,"Comércio atacadista de leite e laticínios",G,46,463,46311
4632001,"Comércio atacadista de cereais e leguminosas beneficiados",G,46,463,46320
4632002,"Comércio atacadista de farinhas, amidos e féculas",G,46,463,46320
4632003,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",G,46,463,46320
4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",G,46,463,46338
4633802,"Comércio atacadista de aves vivas e ovos",G,46,463,46338
4633803,"Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação",G,46,463,46338
4634601,"Comércio atacadista de carnes bovinas e suínas e derivados",G,46,463,46346
4634602,"Comércio atacadista de aves abatidas e derivados",G,46,463,46346
4634603,"Comércio atacadista de pescados e frutos do mar",G,46,463,46346
4634699,"Comércio atacadista de carnes e derivados de outros animais",G,46,463,46346
4635401,"Comércio atacadista de água mineral",G,46,463,46354
4635402,"Comércio atacadista de cerveja, chope e refrigerante",G,46,463,46354
4635403,"Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada",G,46,463,46354
4635499,"Comércio atacadista de bebidas não especificadas anteriormente",G,46,463,46354
4636201,"Comércio atacadista de fumo beneficiado",G,46,463,46362
4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",G,46,463,46362
4637101,"Comércio atacadista de café torrado, moído e solúvel",G,46,463,46371
4637102,"Comércio atacadista de açúcar",G,46,463,46371
4637103,"Comércio atacadista de óleos e gorduras",G,46,463,46371
4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",G,46,463,46371
4637105,"Comércio atacadista de massas alimentícias",G,46,463,46371
4637106,"Comércio atacadista de sorvetes",G,46,463,46371
4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",G,46,463,46371
4637199,"Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente",G,46,463,46371
4639701,"Comércio atacadista de produtos alimentícios em geral",G,46,463,46397
4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",G,46,463,46397
4641901,"Comércio atacadista de tecidos",G,46,464,46419
4641902,"Comércio atacadista de artigos de cama, mesa e banho",G,46,464,46419
4641903,"Comércio atacadista de artigos de armarinho",G,46,464,46419
4642701,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",G,46,464,46427
4642702,"Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho",G,46,464,46427
4643501,"Comércio atacadista de calçados",G,46,464,46435
4643502,"Comércio atacadista de bolsas, malas e artigos de viagem",G,46,464,46435
4644301,"Comércio atacadista de medicamentos e drogas de uso humano",G,46,464,46443
4644302,"Comércio atacadista de medicamentos e drogas de uso veterinário",G,46,464,46443
4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",G,46,464,46451
4645102,"Comércio atacadista de próteses e artigos de ortopedia",G,46,464,46451
4645103,"Comércio atacadista de produtos odontológicos",G,46,464,46451
4646001,"Comércio atacadista de cosméticos e produtos de perfumaria",G,46,464,46460
4646002,"Comércio atacadista de produtos de higiene pessoal",G,46,464,46460
4647801,"Comércio atacadista de artigos de escritório e de papelaria",G,46,464,46478
4647802,"Comércio atacadista de livros, jornais e outras publicações",G,46,464,46478
4649401,"Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico",G,46,464,46494
4649402,"Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico",G,46,464,46494
4649403,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",G,46,464,46494
4649404,"Comércio atacadista de móveis e artigos de colchoaria",G,46,464,46494
4649405,"Comércio atacadista de artigos de tapeçaria; persianas e cortinas",G,46,464,46494
4649406,"Comércio atacadista de lustres, luminárias e abajures",G,46,464,46494
4649407,"Comércio atacadista de filmes, cds, dvds, fitas e discos",G,46,464,46494
4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",G,46,464,46494
4649409,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",G,46,464,46494
4649410,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",G,46,464,46494
4649499,"Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente",G,46,464,46494
4651601,"Comércio atacadista de equipamentos de informática",G,46,465,46516
4651602,"Comércio atacadista de suprimentos para informática",G,46,465,46516
4652400,"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação",G,46,465,46524
4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",G,46,466,46613
4662100,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",G,46,466,46621
4663000,"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças",G,46,466,46630
4664800,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto médico hospitalar; partes e peças",G,46,466,46648
4665600,"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças",G,46,466,46656
4669901,"Comércio atacadista de bombas e compressores; partes e peças",G,46,466,46699
4669999,"Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças",G,46,466,46699
4671100,"Comércio atacadista de madeira e produtos derivados",G,46,467,46711
4672900,"Comércio atacadista de ferragens e ferramentas",G,46,467,46729
4673700,"Comércio atacadista de material elétrico",G,46,467,46737
4674500,"Comércio atacadista de cimento",G,46,467,46745
4679601,"Comércio atacadista de tintas, vernizes e similares",G,46,467,46796
4679602,"Comércio atacadista de mármores e granitos",G,46,467,46796
4679603,"Comércio atacadista de vidros, espelhos e vitrais",G,46,467,46796
4679604,"Comércio atacadista especializado de materiais de construção não especificados anteriormente",G,46,467,46796
4679699,"Comércio atacadista de materiais de construção em geral",G,46,467,46796
4681801,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (t.r.r.)",G,46,468,46818
4681802,"Comércio atacadista de combustíveis realizado por transportador retalhista (t.r.r.)",G,46,468,46818
4681803,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",G,46,468,46818
4681804,"Comércio atacadista de combustíveis de origem mineral em bruto",G,46,468,46818
4681805,"Comércio atacadista de lubrificantes",G,46,468,46818
4682600,"Comércio atacadista de gás liqüefeito de petróleo (glp)",G,46,468,46826
4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",G,46,468,46834
4684201,"Comércio atacadista de resinas e elastômeros",G,46,468,46842
4684202,"Comércio atacadista de solventes",G,46,468,46842
4684299,"Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente",G,46,468,46842
4685100,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",G,46,468,46851
4686901,"Comércio atacadista de papel e papelão em bruto",G,46,468,46869
4686902,"Comércio atacadista de embalagens",G,46,468,46869
4687701,"Comércio atacadista de resíduos de papel e papelão",G,46,468,46877
4687702,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",G,46,468,46877
4687703,"Comércio atacadista de resíduos e sucatas metálicos",G,46,468,46877
4689301,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",G,46,468,46893
4689302,"Comércio atacadista de fios e fibras beneficiados",G,46,468,46893
4689399,"Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente",G,46,468,46893
4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",G,46,469,46915
4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",G,46,469,46923
4693100,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",G,46,469,46931
4711301,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios   hipermercados",G,47,471,47113
4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",G,47,471,47113
4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",G,47,471,47121
4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines",G,47,471,47130
4713004,"Lojas de departamentos ou magazines, exceto lojas francas (duty free)",G,47,471,47130
4713005,"Lojas francas (duty free) de aeroportos, portos e em fronteiras terrestres",G,47,471,47130
4721102,"Padaria e confeitaria com predominância de revenda",G,47,472,47211
4721103,"Comércio varejista de laticínios e frios",G,47,472,47211
4721104,"Comércio varejista de doces, balas, bombons e semelhantes",G,47,472,47211
4722901,"Comércio varejista de carnes - açougues",G,47,472,47229
4722902,Peixaria,G,47,472,47229
4723700,"Comércio varejista de bebidas",G,47,472,47237
4724500,"Comércio varejista de hortifrutigranjeiros",G,47,472,47245
4729601,Tabacaria,G,47,472,47296
4729602,"Comércio varejista de mercadorias em lojas de conveniência",G,47,472,47296
4729699,"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente",G,47,472,47296
4731800,"Comércio varejista de combustíveis para veículos automotores",G,47,473,47318
4732600,"Comércio varejista de lubrificantes",G,47,473,47326
4741500,"Comércio varejista de tintas e materiais para pintura",G,47,474,47415
4742300,"Comércio varejista de material elétrico",G,47,474,47423
4743100,"Comércio varejista de vidros",G,47,474,47431
4744001,"Comércio varejista de ferragens e ferramentas",G,47,474,47440
4744002,"Comércio varejista de madeira e artefatos",G,47,474,47440
4744003,"Comércio varejista de materiais hidráulicos",G,47,474,47440
4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",G,47,474,47440
4744005,"Comércio varejista de materiais de construção não especificados anteriormente",G,47,474,47440
4744006,"Comércio varejista de pedras para revestimento",G,47,474,47440
4744099,"Comércio varejista de materiais de construção em geral",G,47,474,47440
4751201,"Comércio varejista especializado de equipamentos e suprimentos de informática",G,47,475,47512
4751202,"Recarga de cartuchos para equipamentos de informática",G,47,475,47512
4752100,"Comércio varejista especializado de equipamentos de telefonia e comunicação",G,47,475,47521
4753900,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo",G,47,475,47539
4754701,"Comércio varejista de móveis",G,47,475,47547
4754702,"Comércio varejista de artigos de colchoaria",G,47,475,47547
4754703,"Comércio varejista de artigos de iluminação",G,47,475,47547
4755501,"Comércio varejista de tecidos",G,47,475,47555
4755502,"Comercio varejista de artigos de armarinho",G,47,475,47555
4755503,"Comercio varejista de artigos de cama, mesa e banho",G,47,475,47555
4756300,"Comércio varejista especializado de instrumentos musicais e acessórios",G,47,475,47563
4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",G,47,475,47571
4759801,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",G,47,475,47598
4759899,"Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente",G,47,475,47598
4761001,"Comércio varejista de livros",G,47,476,47610
4761002,"Comércio varejista de jornais e revistas",G,47,476,47610
4761003,"Comércio varejista de artigos de papelaria",G,47,476,47610
4762800,"Comércio varejista de discos, cds, dvds e fitas",G,47,476,47628
4763601,"Comércio varejista de brinquedos e artigos recreativos",G,47,476,47636
4763602,"Comércio varejista de artigos esportivos",G,47,476,47636
4763603,"Comércio varejista de bicicletas e triciclos; peças e acessórios",G,47,476,47636
4763604,"Comércio varejista de artigos de caça, pesca e camping",G,47,476,47636
4763605,"Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios",G,47,476,47636
4771701,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",G,47,477,47717
4771702,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",G,47,477,47717
4771703,"Comércio varejista de produtos farmacêuticos homeopáticos",G,47,477,47717
4771704,"Comércio varejista de medicamentos veterinários",G,47,477,47717
4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",G,47,477,47725
4773300,"Comércio varejista de artigos médicos e ortopédicos",G,47,477,47733
4774100,"Comércio varejista de artigos de óptica",G,47,477,47741
4781400,"Comércio varejista de artigos do vestuário e acessórios",G,47,478,47814
4782201,"Comércio varejista de calçados",G,47,478,47822
4782202,"Comércio varejista de artigos de viagem",G,47,478,47822
4783101,"Comércio varejista de artigos de joalheria",G,47,478,47831
4783102,"Comércio varejista de artigos de relojoaria",G,47,478,47831
4784900,"Comércio varejista de gás liqüefeito de petróleo (glp)",G,47,478,47849
4785701,"Comércio varejista de antigüidades",G,47,478,47857
4785799,"Comércio varejista de outros artigos usados",G,47,478,47857
4789001,"Comércio varejista de suvenires, bijuterias e artesanatos",G,47,478,47890
4789002,"Comércio varejista de plantas e flores naturais",G,47,478,47890
4789003,"Comércio varejista de objetos de arte",G,47,478,47890
